Address,Cuisine_Type,Cuisines,Features,Location,Meals,Price,Price_Range,Restaurant,Special_Diets,Segment,Cuisine_Category
"945 Wimberly Dr SW, Decatur, AL 35603-3221","American,Bar,Pub","American, Bar, Pub","Takeout, Seating, Television, Wheelchair Accessible, Serves Alcohol, Table Service",AL 35603-3221,"Lunch, Dinner",$$ - $$$,,Buffalo Wild Wings Grill and Bar,,Bar/Club,Geography/Ethnic
"1614 Beltline Rd SW Behind Krispy Kreme on Beltline road, Decatur, AL 35601-5508","Sushi,Asian,Thai","Takeout, Seating, Wheelchair Accessible, Table Service, Serves Alcohol","Thai, Sushi, Asian",AL 35601-5508,"Lunch, Dinner",$$ - $$$,$11 - $30,Green Leaf Thai Bistro & Sushi Bar,"Vegetarian Friendly, Vegan Options",FSR,Food-Centric
"1676 Montclair Rd, Birmingham, AL 35210-2425","Mexican,Southwestern","Mexican, Southwestern","Seating, Wheelchair Accessible, Table Service",AL 35210-2425,"Dinner, Lunch",$$ - $$$,,Hacienda Mexican Grill,,FSR,Geography/Ethnic
"1901 6th Ave N Ste 263, Birmingham, AL 35203-2618",Barbecue,Barbecue,Wheelchair Accessible,AL 35203-2618,"Lunch, Dinner",$$ - $$$,,Golden Rule Bar-B-Q,,Bar/Club,Food-Centric
"726 23rd St S, Birmingham, AL 35233-2327","Pizza,Fast Food","Pizza, Fast Food",Wheelchair Accessible,AL 35233-2327,"Lunch, Dinner",$,,Domino's Pizza,,LSR,Food-Centric
"431 20th St S, Birmingham, AL 35233-2013","Pizza,Fast Food","Pizza, Fast Food",Gift Cards Available,AL 35233-2013,Dinner,,,Pizza Hut,,LSR,Food-Centric
"4100 4th Ave S, Birmingham, AL 35222-1924",,,,AL 35222-1924,,$$ - $$$,,The Thirsty Donkey,,FSR,Food-Centric
"1420 Forestdale Blvd, Birmingham, AL 35214-3016",,,,AL 35214-3016,,$$ - $$$,,Los Rancheros Mexican Grill,,FSR,Food-Centric
"2312 2nd Ave N, Birmingham, AL 35203-3874",,,Reservations,AL 35203-3874,,,,Bocca,,FSR,Food-Centric
"1017 Oxmoor Rd, Birmingham, AL 35209-5305",,,,AL 35209-5305,,$$ - $$$,,Greenhouse,,FSR,Food-Centric
"225 Country Club Park, Birmingham, AL 35213",Mediterranean,Mediterranean,,AL 35213,"Lunch, Dinner",$,,Zoes Kitchen,,LSR,Geography/Ethnic
"5950 Chalkville Mountain Rd Ste 100, Birmingham, AL 35235-8617",,,,AL 35235-8617,,$,,Paul's Hotdogs,,LSR,Food-Centric
"6801 Cahaba Valley Rd, Birmingham, AL 35242-9608",,,,AL 35242-9608,"Lunch, Dinner",,,Taco Mama,,FSR,Food-Centric
"2100 7th Ave S, Birmingham, AL 35233",American,American,,AL 35233,"Breakfast, Lunch, Dinner",$,,Arby's,,LSR,Geography/Ethnic
"2000-148 Riverchase Galleria, Birmingham, AL 35244-2318",,,,AL 35244-2318,,,,Auntie Anne's,,FSR,Food-Centric
"401 19th St S S #100, Birmingham, AL 35233-1997",Middle Eastern,Middle Eastern,,AL 35233-1997,,,,Falafel Cafe,,FSR,Geography/Ethnic
"1610 Pinson Valley Pkwy, Birmingham, AL 35217-2349",,,,AL 35217-2349,"Breakfast, Lunch",,,Bama Hotdogs,,FSR,Food-Centric
"1913 5th Ave N, Birmingham, AL 35203",American,American,,AL 35203,Lunch,,,Chick-fil-A,,FSR,Geography/Ethnic
"1154 11th Ave S, Birmingham, AL 35205-5236",Barbecue,Barbecue,,AL 35205-5236,,$$ - $$$,$5 - $20,Saw's BBQ - Southside,,Bar/Club,Food-Centric
"7001 Crestwood Blvd Ste 606, Birmingham, AL 35210-2332","Japanese,Sushi,Asian","Japanese, Sushi, Asian","Takeout, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",AL 35210-2332,"Dinner, Lunch",$$ - $$$,,Sushi Village,,FSR,Geography/Ethnic
"5361 Highway 280, Birmingham, AL 35242-0307","Lebanese,Mediterranean,Greek","Lebanese, Mediterranean, Greek",,AL 35242-0307,,,,Pita Hut,,FSR,Geography/Ethnic
"1924 11th Ave S Five Points area, Birmingham, AL 35205-2604","Bar,Pizza,Pub","Pizza, Bar, Pub","Seating, Wheelchair Accessible",AL 35205-2604,Dinner,$$ - $$$,,Little Italy's Pies and Pints,,Bar/Club,Beverage-Centric
"3238 Cahaba Heights Rd, Birmingham, AL 35243-1614",,,,AL 35243-1614,"Lunch, Dinner",$,,Doodle's,,LSR,Food-Centric
"5479 Highway 280 Suite 126, Birmingham, AL 35242-2301",Pizza,Pizza,"Wheelchair Accessible, Reservations",AL 35242-2301,"Lunch, Dinner",$$ - $$$,,Vocelli Pizza,,FSR,Food-Centric
"107 2nd Ave NE 2057 Gordon Terry Parkway, Decatur, AL 35601-2329",Vegetarian Friendly,,"Takeout, Seating, Wheelchair Accessible",AL 35601-2329,"Lunch, Dinner",$$ - $$$,,Minnie Lee's Soul Food Cafe,Vegetarian Friendly,FSR,Food-Centric
"3439 Colonnade Pkwy Ste 1300, Birmingham, AL 35243-3381","Mexican,Southwestern","Mexican, Southwestern","Takeout, Outdoor Seating, Seating, Television, Wheelchair Accessible, Serves Alcohol, Table Service, Live Music",AL 35243-3381,"Lunch, Dinner",$$ - $$$,,Pablo's Restaurante & Cantina,,FSR,Geography/Ethnic
"5291 Valleydale Village Road Suite 111, Birmingham, AL 35242",,,,AL 35242,,$,,JaWanda's Sweet Potato Pies,,LSR,Food-Centric
"1228 Beltline Rd SW, Decatur, AL 35601-6202","Mexican,American","Mexican, American","Wheelchair Accessible, Seating, Table Service",AL 35601-6202,"Lunch, Dinner",$,,SaMi's Place,,LSR,Geography/Ethnic
"3117 Lorna Rd, Birmingham, AL 35216-5412","American,Vegan Options",American,,AL 35216-5412,"Breakfast, Lunch, Dinner, Brunch",$$ - $$$,,Golden Corral,Vegan Options,FSR,Geography/Ethnic
"1017 Oxmoor Rd, Birmingham, AL 35209-5305",American,American,,AL 35209-5305,"Breakfast, Lunch, Brunch",$$ - $$$,$10 - $30,Ruby Sunshine,,FSR,Geography/Ethnic
"1108 20th Street South, Birmingham, AL 35205","Irish,Brew Pub,Bar","Bar, Irish, Brew Pub, Pub","Gift Cards Available, Seating, Table Service, Outdoor Seating, Parking Available, Free Off-Street Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards",AL 35205,"Dinner, Lunch, Brunch, Late Night, Drinks",$$ - $$$,,Brennan's Irish Pub,,Bar/Club,Geography/Ethnic
"2105 Richard Arrington Jr Blvd N, Birmingham, AL 35203-1101","American,Fast Food,Deli","American, Fast Food, Deli","Takeout, Seating, Wheelchair Accessible",AL 35203-1101,"Breakfast, Lunch, Dinner",$,,Subway,,LSR,Geography/Ethnic
"5029 Pinnacle Sq, Birmingham, AL 35235-3216","American,Vegetarian Friendly,Gluten Free Options",American,,AL 35235-3216,"Lunch, Dinner",$$ - $$$,,Red Robin Gourmet Burgers,"Vegetarian Friendly, Gluten Free Options",FSR,Geography/Ethnic
"4426 4th Ave S, Birmingham, AL 35222-2805","Caribbean,Latin,Bar","Puerto Rican, Caribbean, Latin, Bar, Cafe, Spanish, Pub",,AL 35222-2805,,$$ - $$$,$2 - $15,Tropicaleo,"Vegetarian Friendly, Vegan Options",Bar/Club,Geography/Ethnic
"2943 John Hawkins Pkwy, Birmingham, AL 35244","American,Steakhouse","American, Steakhouse","Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service, Takeout, Reservations",AL 35244,"Lunch, Dinner",$$ - $$$,,Saltgrass Steak House,,FSR,Geography/Ethnic
"2118 7th Ave S, Birmingham, AL 35233",,,"Seating, Wheelchair Accessible",AL 35233,"Lunch, Dinner",$$ - $$$,$9 - $20,Chicken Salad Chick,,FSR,Food-Centric
"3719 3rd Ave S, Birmingham, AL 35222-1820","Asian,Vietnamese,Vegetarian Friendly","Asian, Vietnamese",,AL 35222-1820,"Lunch, Dinner",$,,Saigon Noodle House,"Vegetarian Friendly, Vegan Options",LSR,Geography/Ethnic
"5851 Trussville Crossings Pkwy, Birmingham, AL 35235-8613","Italian,Mediterranean,Greek","Italian, Mediterranean, Greek",,AL 35235-8613,"Lunch, Dinner",$$ - $$$,,Costa's Mediterranean Cafe,Vegetarian Friendly,FSR,Geography/Ethnic
"3324 Clairmont Ave S, Birmingham, AL 35222-3105","Mexican,Vegetarian Friendly",Mexican,,AL 35222-3105,"Lunch, Dinner",$$ - $$$,,Los Amigos Mexican Restaurant,Vegetarian Friendly,FSR,Geography/Ethnic
"1423 Gadsden Hwy Ste 131, Birmingham, AL 35235-3153",American,American,,AL 35235-3153,"Lunch, Breakfast, Dinner, Brunch",$,$5 - $10,Kemp's Kitchen,,LSR,Geography/Ethnic
"1851 Montgomery Hwy, Birmingham, AL 35244-1299","Chinese,Asian","Chinese, Asian","Takeout, Seating, Wheelchair Accessible, Table Service",AL 35244-1299,"Lunch, Dinner",$,,Hunan Garden,,LSR,Geography/Ethnic
"3507 6th Ave S, Birmingham, AL 35222-2405",American,American,Wheelchair Accessible,AL 35222-2405,Lunch,$,,Sneaky Pete's Hot Dogs,,LSR,Geography/Ethnic
"1820 5th Ave S, Birmingham, AL 35233-1809",,,"Wheelchair Accessible, Seating, Gift Cards Available",AL 35233-1809,"Breakfast, Lunch",$$ - $$$,,Courtyard Bistro,,FSR,Food-Centric
"5287 Highway 280 Brook Highland Shopping Center, Birmingham, AL 35242-5383","Mexican,Vegetarian Friendly",Mexican,,AL 35242-5383,"Dinner, Lunch",$$ - $$$,,Las Trojas Cantina,Vegetarian Friendly,FSR,Geography/Ethnic
"27 Olmsted St, Birmingham, AL 35242-1826","Chinese,Japanese,Sushi,Asian","Sushi, Asian, Chinese, Japanese","Seating, Wheelchair Accessible, Table Service",AL 35242-1826,"Dinner, Lunch",,,Shiki Sakura,,FSR,Geography/Ethnic
"2772 John Hawkins Pkwy Ste 100, Birmingham, AL 35244-3105","American,Bar,Pub","American, Bar, Pub","Seating, Television, Wheelchair Accessible, Takeout, Serves Alcohol, Table Service",AL 35244-3105,"Lunch, Dinner",$$ - $$$,,Buffalo Wild Wings,,Bar/Club,Geography/Ethnic
"1501 11th Ave S, Birmingham, AL 35205-3503",Pizza,Pizza,,AL 35205-3503,"Lunch, Dinner",,,Hungry Howies Pizza & Subs,,FSR,Food-Centric
"5426 Highway 280, Birmingham, AL 35242-6599",,,,AL 35242-6599,,$$ - $$$,,Tuk Tuk Thai Kitchen,,FSR,Food-Centric
"2050 Gadsden Hwy, Birmingham, AL 35235","American,Diner","Diner, American","Gift Cards Available, Seating, Wheelchair Accessible, Table Service, Takeout",AL 35235,"Breakfast, Lunch, Dinner",$$ - $$$,,Metro Diner,,FSR,Geography/Ethnic
"2201 2nd Ave N, Birmingham, AL 35203-3805",American,American,,AL 35203-3805,"Lunch, Dinner",$$ - $$$,$8 - $12,Gus's World Famous Fried Chicken,,FSR,Geography/Ethnic
"1207 20th St S, Birmingham, AL 35205-3813",,,"Seating, Wheelchair Accessible",AL 35205-3813,"Breakfast, Lunch, Dinner",$,,Pop's Neighborhood Grill,,LSR,Food-Centric
"1550 Montgomery Hwy Ste C, Birmingham, AL 35216-4582",American,American,,AL 35216-4582,,$,,Sneaky Pete's Hot Dogs,,LSR,Geography/Ethnic
"2656 Valleydale Rd, Birmingham, AL 35244-2023","Chinese,Asian,Szechuan","Chinese, Asian",,AL 35244-2023,"Lunch, Dinner",$,,China Doll 2,Vegetarian Friendly,LSR,Geography/Ethnic
"231 State Farm Pkwy, Birmingham, AL 35209-0171",Mexican,Mexican,"Takeout, Wheelchair Accessible, Seating",AL 35209-0171,"Lunch, Dinner",$,,Moe's Southwest Grill,,LSR,Geography/Ethnic
"2611 Pepperell Pkwy, Opelika, AL 36801-6121",Seafood,Seafood,,AL 36801-6121,,,,Big Blue Crawfish,,FSR,Food-Centric
"2103 Pepperell Parkway, Opelika, AL 36801",,,,AL 36801,"Breakfast, Lunch, Dinner",,,Dunkin',,FSR,Food-Centric
"Hwy 51 S, Opelika, AL 36804",,,,AL 36804,"Lunch, Dinner",,,Beauregard Country Kitchen,,FSR,Food-Centric
"1451 Gateway Dr Ste A, Opelika, AL 36801-5463",,,,AL 36801-5463,"Lunch, Dinner",,,Domino's Pizza,,FSR,Food-Centric
"225 S 8th St, Opelika, AL 36801-4915",,,,AL 36801-4915,,,,Nerd Torch Cafe,,FSR,Food-Centric
"2640 Enterprise Dr, Opelika, AL 36801-1511",,,,AL 36801-1511,,,,Pizza Hut Express,,FSR,Food-Centric
"108 S 9th St, Opelika, AL 36801-4918",American,American,,AL 36801-4918,,$$ - $$$,$5 - $20,Sweet Malisa's Bakery,,FSR,Geography/Ethnic
"2101 Frederick Road, Opelika, AL 36801",,,,AL 36801,"Breakfast, Lunch, Dinner",,,Subway,,FSR,Food-Centric
"255 Heisman Dr, Auburn, AL 36849",Healthy,Healthy,,AL 36849,"Breakfast, Lunch",,,Saladworks,,FSR,Food-Centric
"255 Heisman Drive, Auburn, AL 36849",,,,AL 36849,"Lunch, Dinner",,,Steak 'n Shake,,FSR,Food-Centric
"610 Shug Jordan Pkwy, Auburn, AL 36832-4322","American,Steakhouse","American, Steakhouse",,AL 36832-4322,,,,Big Mike's Steakhouse Auburn,,FSR,Geography/Ethnic
"600 31st St N, Birmingham, AL 35203-2931","Seafood,International","Seafood, International","Seating, Wheelchair Accessible",AL 35203-2931,Lunch,$$ - $$$,,Sarris Restaurant,,FSR,Food-Centric
"5519 Grove Blvd Ste 101, Birmingham, AL 35226-4607","Japanese,Sushi,Asian",,,AL 35226-4607,,$$ - $$$,,O Sushi,,FSR,Geography/Ethnic
"1905 Park Pl, Birmingham, AL 35203-2604","American,Fast Food","American, Fast Food","Takeout, Wheelchair Accessible",AL 35203-2604,"Lunch, Breakfast",,,Sneaky Pete's Hot Dogs,,LSR,Geography/Ethnic
"2311 Bent Creek Rd Suite 100, Auburn, AL 36830-6434",,,,AL 36830-6434,"Breakfast, Lunch, Dinner",,,Smoothie King,,FSR,Food-Centric
"2011 Highland Ave S, Birmingham, AL 35205-3801","American,Bar,Pub","American, Bar, Pub","Seating, Television, Wheelchair Accessible, Serves Alcohol, Table Service",AL 35205-3801,"Lunch, Dinner",$$ - $$$,,Black Market Bar and Grill,,Bar/Club,Geography/Ethnic
"130 N College St, Auburn, AL 36830-4706",,,,AL 36830-4706,"Lunch, Dinner",,,Eddie's Calzones,,FSR,Food-Centric
"200 W Glenn Ave Suite 200, Auburn, AL 36830-4703",,,,AL 36830-4703,,,,"Zoner's Pizza, Wings & Waffles",,FSR,Food-Centric
"1100 S College St, Auburn, AL 36832-5899",,,,AL 36832-5899,"Lunch, Dinner",,,Café WAYO,,FSR,Food-Centric
"1655 S College St Suite E, Auburn, AL 36832-6638","American,European,Czech","American, European, Czech",,AL 36832-6638,,$,$5 - $8,Eden Cafe,,LSR,Geography/Ethnic
"351 W Thach Concourse, Auburn, AL 36849-0001",,,,AL 36849-0001,"Breakfast, Lunch",,,Coffee & Bagels,,FSR,Food-Centric
"1907 S College St Ste. 108, Auburn, AL 36832-5897","American,Deli","American, Deli",,AL 36832-5897,,,,Firehouse Subs,,FSR,Geography/Ethnic
"1625 E University Dr, Auburn, AL 36830-5239",,,,AL 36830-5239,,,,Sno Biz & Sand Pit Snacks,,FSR,Food-Centric
"1735 E University Dr Ste 104, Auburn, AL 36830-5204",Seafood,Seafood,,AL 36830-5204,,$$$$,$100 - $500,Inner Spark Creative,,FSR,Food-Centric
"2393 E University Dr, Auburn, AL 36830-3301","Fast Food,Deli","Fast Food, Deli",,AL 36830-3301,"Breakfast, Lunch, Dinner",$$ - $$$,$5 - $30,MY Deli in MAPCO,,LSR,Food-Centric
"1888 Ogletree Rd. Suite 110, Auburn, AL 36830",,,,AL 36830,"Breakfast, Lunch, Dinner",,,Subway,,FSR,Food-Centric
"1900 Marvyn Pkwy, Opelika, AL 36804-7419",,,,AL 36804-7419,,,,The Ice Cream Shop,,FSR,Food-Centric
"1650 Yarbrough Farms Blvd, Auburn, AL 36830-2679",,,,AL 36830-2679,"Lunch, Dinner",,,Clubhouse,,FSR,Food-Centric
"1355 Commerce Dr, Auburn, AL 36830-2854",,,,AL 36830-2854,,,,Simply Unique Sweets and Treats,,FSR,Food-Centric
"1634 Opelika Rd, Auburn, AL 36830",,,,AL 36830,"Breakfast, Lunch, Dinner",,,McDonald's,,FSR,Food-Centric
"1066 Montgomery Hwy, Birmingham, AL 35216-2806","Mediterranean,Greek,Vegetarian Friendly","Takeout, Wheelchair Accessible, Seating","Greek, Mediterranean",AL 35216-2806,"Dinner, Lunch",$,,Pappas' Grill,Vegetarian Friendly,LSR,Geography/Ethnic
"2701 Frederick Rd, Opelika, AL 36801-7252",American,American,,AL 36801-7252,,$$ - $$$,$5 - $20,Smooth-N-Groove,,FSR,Geography/Ethnic
"1363 McFarland Blvd E, Tuscaloosa, AL 35404-3839","American,Steakhouse,Bar","Takeout, Seating, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service","American, Steakhouse, Bar",AL 35404-3839,"Lunch, Dinner",$$ - $$$,,Texas Roadhouse,,Bar/Club,Geography/Ethnic
"1928 1st Ave N 16th Floor, Birmingham, AL 35203-4006","American,Bar,Seafood","American, Bar, Pub, Seafood","Seating, Table Service",AL 35203-4006,,$$ - $$$,$7 - $18,Moon Shine,,Bar/Club,Geography/Ethnic
"4900 Old Greensboro Rd, Tuscaloosa, AL 35405",,,,AL 35405,"Breakfast, Lunch, Dinner",$,,Chick-fil-A,,LSR,Food-Centric
"1530 McFarland Blvd N suite D, Tuscaloosa, AL 35406-2260","Contemporary,Healthy","Contemporary, Healthy",,AL 35406-2260,,$$ - $$$,,Real & Rosemary,,FSR,Food-Centric
"3517 McFarland Blvd E, Tuscaloosa, AL 35405-2419","American,Seafood","American, Seafood","Wheelchair Accessible, Seating",AL 35405-2419,"Dinner, Lunch",$,,Captain D's,,LSR,Geography/Ethnic
"5400 McFarland Blvd E, Tuscaloosa, AL 35405-3822",,,,AL 35405-3822,"Lunch, Dinner",,,Broadway Pizzeria SOUTH,,FSR,Food-Centric
"2209 4th St, Tuscaloosa, AL 35401-1036","American,Bar,Pub","American, Bar, Pub","Seating, Television, Serves Alcohol, Full Bar, Wheelchair Accessible, Table Service",AL 35401-1036,"Lunch, Dinner, Late Night",$$ - $$$,,Wilhagan's Sports Grille,,Bar/Club,Geography/Ethnic
"5032 Oscar Baxter Dr, Tuscaloosa, AL 35405-3661",,,,AL 35405-3661,"Lunch, Dinner",$,,Arby's,,LSR,Food-Centric
"5001 Oscar Baxter Dr, Tuscaloosa, AL 35405-3698","American,Steakhouse","American, Steakhouse","Takeout, Reservations, Seating, Parking Available, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Highchairs Available",AL 35405-3698,"Lunch, Dinner",$$ - $$$,,Outback Steakhouse,,FSR,Geography/Ethnic
"2100 McFarland Blvd E, Tuscaloosa, AL 35404-5804",Italian,"Takeout, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",Italian,AL 35404-5804,"Lunch, Dinner",$$ - $$$,,Olive Garden,,FSR,Geography/Ethnic
"1130 University Blvd University Town Center Shopping Center, Tuscaloosa, AL 35401-0327",,,,AL 35401-0327,"Breakfast, Lunch, Dinner",,,Insomnia Cookies,,FSR,Food-Centric
"1800 McFarland Blvd E Suite 420, Tuscaloosa, AL 35404-5874","Asian,Vietnamese,Soups","Vietnamese, Asian, Soups","Seating, Table Service, Wheelchair Accessible",AL 35404-5874,"Lunch, Dinner",$$ - $$$,,Pho Town,,FSR,Geography/Ethnic
"45 Lee Road 166, Opelika, AL 36804-0401",,,,AL 36804-0401,,,,Hunt Brothers Pizza,,FSR,Food-Centric
"4383 Courtney Dr, Tuscaloosa, AL 35405-6207",American,American,"Takeout, Seating, Wheelchair Accessible",AL 35405-6207,"Lunch, Dinner",$,,Zaxby's,,LSR,Geography/Ethnic
"1800 McFarland Blvd E, Tuscaloosa, AL 35404-5874","Mediterranean,Vegetarian Friendly,Vegan Options",Mediterranean,,AL 35404-5874,"Lunch, Dinner",$$ - $$$,,Taziki's Mediterranean Cafe,"Vegetarian Friendly, Vegan Options",FSR,Geography/Ethnic
"2701 Frederick Rd Suite 201, Opelika, AL 36801-7252",,,,AL 36801-7252,,,,Perc-fect Place Coffee,,FSR,Food-Centric
"101 15th St, Tuscaloosa, AL 35401-3520","Soups,Vegetarian Friendly",Soups,,AL 35401-3520,"Lunch, Dinner, Brunch",$$ - $$$,,McAlister's Deli,Vegetarian Friendly,FSR,Food-Centric
"2312 4th St, Tuscaloosa, AL 35401-1038",Mexican,Mexican,"Seating, Wheelchair Accessible, Table Service",AL 35401-1038,"Lunch, Dinner",$,,Don Tono's,,LSR,Geography/Ethnic
"1100 S College St Ste 108, Auburn, AL 36832-5899",,,,AL 36832-5899,"Lunch, Dinner",,,Domino's Pizza,,FSR,Food-Centric
"501 15th St E Ste A, Tuscaloosa, AL 35401-3285",Mexican,Mexican,,AL 35401-3285,"Dinner, Lunch",$$ - $$$,$3 - $15,Veracruz Mexican Restaurant,,FSR,Geography/Ethnic
"1904 Pepperell Pkwy, Opelika, AL 36801-5440",,,,AL 36801-5440,,,,Fiesta Supermarket & Taqueria,,FSR,Food-Centric
"1130 University Blvd, Tuscaloosa, AL 35401-0327","Italian,Pizza,Vegetarian Friendly","Italian, Pizza",,AL 35401-0327,"Lunch, Dinner",$,,Little Italy Pizzeria,Vegetarian Friendly,LSR,Geography/Ethnic
"1130 University Blvd Ste B2, Tuscaloosa, AL 35401-0328","Chinese,Asian,Vegetarian Friendly","Chinese, Asian",,AL 35401-0328,"Lunch, Dinner",$,,Swen Chinese Restaurant,Vegetarian Friendly,LSR,Geography/Ethnic
"100 15th St E, Tuscaloosa, AL 35401-3634","American,Fast Food","American, Fast Food","Takeout, Seating, Wheelchair Accessible",AL 35401-3634,"Lunch, Dinner",$,,Cook Out,,LSR,Geography/Ethnic
"3799 McFarland Blvd East, Tuscaloosa, AL 35405","American,Bar","American, Bar","Takeout, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Television, Highchairs Available",AL 35405,"Lunch, Dinner",$$ - $$$,,O'Charley's,,Bar/Club,Geography/Ethnic
"500 Harper Lee Dr, Tuscaloosa, AL 35404-2938","American,Bar,Pub","American, Bar, Pub",,AL 35404-2938,,$$ - $$$,$10 - $30,Baumhower's Victory Grille,Vegetarian Friendly,Bar/Club,Geography/Ethnic
"502 15th St, Tuscaloosa, AL 35401-4708","Japanese,Sushi,Asian","Japanese, Sushi, Asian","Takeout, Seating, Wheelchair Accessible, Table Service",AL 35401-4708,"Lunch, Dinner",$$ - $$$,,Ichiban Japanese Grill & Sushi,,FSR,Geography/Ethnic
"500 15th St, Tuscaloosa, AL 35401-4708","Indian,Vegetarian Friendly,Vegan Options",Indian,,AL 35401-4708,"Lunch, Dinner",$$ - $$$,,Sitar Indian Cuisine,"Vegetarian Friendly, Vegan Options",FSR,Geography/Ethnic
"1320 McFarland Blvd E Suite 530, Tuscaloosa, AL 35404-5808","Asian,Vegetarian Friendly,Vegan Options",Asian,,AL 35404-5808,"Lunch, Dinner",$$ - $$$,,Nothing But Noodles,"Vegetarian Friendly, Vegan Options",FSR,Geography/Ethnic
"2710 McFarland Blvd E, Tuscaloosa, AL 35405-1806","American,Bar","Takeout, Seating, Television, Wheelchair Accessible, Serves Alcohol, Table Service","American, Bar",AL 35405-1806,"Lunch, Dinner",$$ - $$$,,Buffalo Wild Wings,,Bar/Club,Geography/Ethnic
"4520 Overton Rd Ste 104 Ste 104, Birmingham, AL 35210-3847","American,Bar,Pub","American, Bar, Pub",,AL 35210-3847,"Lunch, Dinner",$$ - $$$,$7 - $22,Billys Sports Grill,,Bar/Club,Geography/Ethnic
"101 Bridge Ave, Northport, AL 35476-5052","American,Barbecue","American, Barbecue","Takeout, Seating, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service",AL 35476-5052,"Lunch, Dinner",$$ - $$$,,Dreamland BBQ Northport,,Bar/Club,Geography/Ethnic
"2502 21st Street, Tuscaloosa, AL 35401",Seafood,Seafood,Takeout,AL 35401,"Lunch, Dinner",$,,Catfish Heaven,,LSR,Food-Centric
"724 Skyland Blvd, Tuscaloosa, AL 35405-3931","American,Vegetarian Friendly",American,,AL 35405-3931,"Breakfast, Lunch, Dinner, Brunch",$$ - $$$,,IHOP,Vegetarian Friendly,FSR,Geography/Ethnic
"2808 Rice Mine Rd NE, Tuscaloosa, AL 35406-1502","Italian,Pizza,Vegetarian Friendly","Italian, Pizza",,AL 35406-1502,"Lunch, Dinner",$$ - $$$,,Broadway Pizza,Vegetarian Friendly,FSR,Geography/Ethnic
"2385 Moores Mill Rd, Auburn, AL 36830","Fast Food,Deli","Fast Food, Deli",,AL 36830,"Breakfast, Lunch, Dinner",$$ - $$$,$5 - $30,MY Deli in MAPCO,,LSR,Food-Centric
"2229 University Blvd, Tuscaloosa, AL 35401-1541","Sushi,Asian","Sushi, Asian","Takeout, Wheelchair Accessible, Serves Alcohol, Seating, Table Service",AL 35401-1541,"Lunch, Dinner",$$ - $$$,,Rock-N-Roll Sushi,,FSR,Food-Centric
"2001 New Watermelon Rd, Tuscaloosa, AL 35406-4616","Mexican,Vegetarian Friendly",Mexican,,AL 35406-4616,"Dinner, Lunch",$$ - $$$,,Jalapeno's Mexican Grill,Vegetarian Friendly,FSR,Geography/Ethnic
"1407 University Blvd, Tuscaloosa, AL 35401-1633","Asian,Thai,Vegetarian Friendly","Asian, Thai",,AL 35401-1633,,$$ - $$$,$5 - $10,Ruan Thai,"Vegetarian Friendly, Vegan Options",FSR,Geography/Ethnic
